DMU,sy1,sy2,sy3
1650,0,0,0.0380546399107679
1651,0,0.0220288492694492,0.0398777444014848
1652,0,0.0234981163049595,0.0503803539227467
1653,0,0.0330677489788086,0.0502320925260736
1654,0,0.0190526091661615,0.0556038172869612
1655,0,0.0198437091903191,0.0614017400350756
1656,0,0.0317098475599152,0.0683456871447077
1657,0,0.0320943785061171,0.0780159510911659
1658,0,0.0356200262025622,0.0759416207695637
1659,0,0.0373820675403377,0.0851795857974208
1660,0,0.0463071539237086,0.0920630036286158
1661,0,0.0525245841177577,0.0969378560598175
1662,0,0.0404081383853363,0.104252826500742
1663,0,0.0429299156961216,0.110503549319381
1664,0,0.047633671511142,0.115019554181674
1665,0,0.0566225765858036,0.117934559157688
1666,0,0.0512208656785659,0.118159398547371
1667,0,0.0660422725939366,0.122532612126413
1668,0,0.061558772250229,0.132522673220678
1669,0,0.040765848037636,0.135839855723542
1670,0,0.050247021051088,0.137219080310616
1671,0,0.0627305972149592,0.14364860061014
1672,0,0.0487205696242852,0.147242278686478
1673,0,0,0
1674,0,0.01940578488886,0.067274266527279
1675,0,0.0179937283200657,0.0699350995803361
1676,0,0.0235136452182792,0.0732554394857929
1677,0,0.0337063370973798,0.0800762453964299
1678,0,0.0415148124045257,0.0862027504079743
1679,0,0.0433018477744748,0.0876328216006659
1680,0,0.0494451709565331,0.09322478908332579
1681,0,0.0461785794960331,0.0995943878662418
1682,0,0.0531480446324876,0.104227769667726
1683,0,0.0598344594870892,0.108079246423369
1684,0,0.05786599112288,0.11433647728716
1685,0,0.0642277333209748,0.118028998354177
1686,0,0.0575612393313009,0.127571365524842
1687,0,0.0692807799860808,0.12717636463409
1688,0,0.0622822060086351,0.136562932550099
1689,0,0.0768455926979984,0.135720755143303
1690,0,0.0676773708586084,0.140661081732059
1691,0,0.078654970791029,0.146413502907201
1692,0,0.0796932072823777,0.152557066566032
1693,0,0.0751946367503933,0.155803493690171
1694,0,0.0657567751494132,0.161036256092106
1695,0,0.0861956974525795,0.168493606371763
1696,0,0.0695648451234973,0.173219742005784
1697,0,0,0.00433181796574807
1698,0,0.0305914535222087,0.0913073963191742
1699,0,0.031988122031027,0.094316968883116
1700,0,0.0467579224080876,0.098017826676995
1701,0,0.0422994779203123,0.105562690022795
1702,0,0.0446029354461287,0.115120541307536
1703,0,0.0494739368227715,0.115512437278116
1704,0,0.0619071863455794,0.112163940421753
