DMU,peer1,peer2,peer3,peer4,peer5
1851,1171,1356,1587,NA,NA
1852,1171,1356,1587,NA,NA
1853,1171,1356,1587,NA,NA
1854,1171,1356,1587,NA,NA
1855,1171,1356,1587,NA,NA
1856,800,1171,1356,NA,NA
1857,800,1153,1356,NA,NA
1858,800,1153,1356,NA,NA
1859,1153,1356,1565,NA,NA
1860,1153,1356,1565,NA,NA
1861,1153,1356,1565,NA,NA
1862,635,1153,1565,NA,NA
1863,635,1153,1565,NA,NA
1864,635,1153,1565,NA,NA
1865,1865,NA,NA,NA,NA
1866,1207,1398,1842,NA,NA
1867,1398,1604,1842,NA,NA
1868,1398,1604,1842,NA,NA
1869,1398,1587,1604,NA,NA
1870,1171,1398,1587,NA,NA
1871,1171,1398,1587,NA,NA
1872,1171,1398,1587,NA,NA
1873,1171,1398,1587,NA,NA
1874,1171,1356,1587,NA,NA
1875,1171,1356,1587,NA,NA
1876,1171,1356,1587,NA,NA
1877,1171,1356,1587,NA,NA
1878,800,1171,1356,NA,NA
1879,800,1171,1356,NA,NA
1880,800,1171,1356,NA,NA
1881,800,1171,1356,NA,NA
1882,800,1153,1356,NA,NA
1883,800,1153,1356,NA,NA
1884,800,1153,1356,NA,NA
1885,635,800,1153,NA,NA
1886,635,1153,1565,NA,NA
1887,635,1153,1565,NA,NA
1888,635,1153,1565,NA,NA
1889,1889,NA,NA,NA,NA
1890,1207,1398,1842,NA,NA
1891,1398,1604,1842,NA,NA
1892,1398,1587,NA,NA,NA
1893,1171,1398,1587,NA,NA
1894,1171,1398,1587,NA,NA
1895,1171,1398,1587,NA,NA
1896,1171,1398,1587,NA,NA
1897,1171,1398,1587,NA,NA
1898,1171,1356,1587,NA,NA
1899,1171,1356,1587,NA,NA
1900,1171,1356,1587,NA,NA
1901,800,1171,1356,NA,NA
1902,800,1171,1356,NA,NA
1903,800,1171,1356,NA,NA
1904,800,1171,1356,NA,NA
1905,800,1171,1356,NA,NA
1906,800,1153,1356,NA,NA
1907,800,1153,1356,NA,NA
1908,800,1153,1356,NA,NA
1909,635,800,1153,NA,NA
1910,635,800,1153,NA,NA
1911,635,800,1153,NA,NA
1912,635,1153,1565,NA,NA
1913,1913,NA,NA,NA,NA
1914,1207,1398,1842,NA,NA
1915,845,1171,1398,NA,NA
1916,845,1171,1398,NA,NA
1917,845,1171,1398,NA,NA
1918,845,1171,1398,NA,NA
1919,845,1171,1398,NA,NA
1920,845,1171,1398,NA,NA
1921,845,1171,1398,NA,NA
1922,845,1171,1398,NA,NA
1923,800,991,1171,NA,NA
1924,800,1171,1356,NA,NA
1925,800,1171,1356,NA,NA
1926,800,1171,1356,NA,NA
1927,800,1171,1356,NA,NA
1928,800,1171,1356,NA,NA
1929,800,1171,1356,NA,NA
1930,800,1153,1356,NA,NA
1931,800,1153,1356,NA,NA
1932,635,800,1153,NA,NA
1933,635,800,1153,NA,NA
1934,635,800,1153,NA,NA
1935,635,800,1153,NA,NA
1936,635,800,1153,NA,NA
1937,1937,NA,NA,NA,NA
1938,845,1207,1398,NA,NA
1939,845,1171,1398,NA,NA
1940,845,1171,1398,NA,NA
1941,845,1171,1398,NA,NA
1942,845,1171,1398,NA,NA
1943,845,1171,1398,NA,NA
1944,845,1171,1398,NA,NA
1945,845,991,1171,NA,NA
1946,800,991,1171,NA,NA
1947,800,991,1171,NA,NA
1948,800,991,1171,NA,NA
1949,800,991,1171,NA,NA
1950,800,991,1171,NA,NA
1951,800,1171,1356,NA,NA
1952,800,1171,1356,NA,NA
1953,800,1171,1356,NA,NA
1954,800,1153,1356,NA,NA
1955,800,1153,1356,NA,NA
1956,635,800,1153,NA,NA
1957,635,800,1153,NA,NA
1958,635,800,1153,NA,NA
1959,635,800,1153,NA,NA
1960,635,800,1153,NA,NA
1961,1493,1985,2009,2191,NA
1962,845,1171,1398,NA,NA
1963,845,1171,1398,NA,NA
1964,845,1171,1398,NA,NA
1965,845,1171,1398,NA,NA
1966,845,1171,1398,NA,NA
1967,845,1171,1398,NA,NA
1968,845,991,1171,NA,NA
1969,800,991,1171,NA,NA
1970,800,991,1171,NA,NA
1971,800,991,1171,NA,NA
1972,800,991,1171,NA,NA
1973,800,991,1171,NA,NA
1974,800,991,1171,NA,NA
1975,800,991,1171,NA,NA
1976,800,991,1171,NA,NA
1977,800,991,1171,NA,NA
1978,800,1171,1356,NA,NA
1979,635,800,1153,NA,NA
1980,635,800,1153,NA,NA
1981,635,800,1153,NA,NA
1982,635,800,1153,NA,NA
1983,635,800,1153,NA,NA
1984,635,800,1153,NA,NA
1985,1985,NA,NA,NA,NA
1986,845,1171,1398,NA,NA
1987,845,1171,1398,NA,NA
1988,845,1171,1398,NA,NA
1989,845,1171,1398,NA,NA
1990,845,991,1171,NA,NA
1991,845,991,1171,NA,NA
1992,800,845,991,NA,NA
1993,800,845,991,NA,NA
1994,800,845,991,NA,NA
1995,800,845,991,NA,NA
1996,800,845,991,NA,NA
1997,800,845,991,NA,NA
1998,800,845,991,NA,NA
1999,800,845,991,NA,NA
2000,659,800,845,NA,NA
2001,659,800,845,NA,NA
2002,635,659,800,NA,NA
2003,635,659,800,NA,NA
2004,635,659,800,NA,NA
2005,635,659,800,NA,NA
2006,635,659,800,NA,NA
2007,635,659,800,NA,NA
2008,635,659,800,NA,NA
2009,2009,NA,NA,NA,NA
2010,845,1171,1398,NA,NA
2011,845,1171,1398,NA,NA
2012,845,1171,1398,NA,NA
2013,845,991,1171,NA,NA
2014,800,845,991,NA,NA
2015,800,845,991,NA,NA
2016,800,845,991,NA,NA
2017,800,845,991,NA,NA
2018,800,845,991,NA,NA
2019,800,845,991,NA,NA
2020,659,800,845,NA,NA
2021,659,800,845,NA,NA
2022,659,800,845,NA,NA
2023,659,800,845,NA,NA
2024,635,659,800,NA,NA
2025,635,659,800,NA,NA
2026,635,659,800,NA,NA
2027,635,659,800,NA,NA
2028,635,659,800,NA,NA
2029,635,659,800,NA,NA
2030,635,659,800,NA,NA
2031,371,635,659,NA,NA
2032,371,635,659,NA,NA
2033,2033,2044,NA,NA,NA
2034,1793,2033,2287,2288,NA
2035,1793,2287,2288,NA,NA
2036,73,1842,2036,2557,NA
2037,1793,2033,2044,2288,NA
2038,1565,1793,2033,2044,NA
2039,1793,2044,2288,NA,NA
2040,1793,2044,2288,NA,NA
2041,1565,1793,2044,NA,NA
2042,1565,1793,2044,NA,NA
2043,1565,1793,2044,NA,NA
2044,1587,2044,NA,NA,NA
2045,1842,2033,2036,2294,NA
2046,1356,1565,2033,2044,NA
2047,1565,1793,2044,NA,NA
2048,1356,1565,2033,2044,NA
2049,1356,1565,2033,2044,NA
2050,1565,1793,2044,NA,NA
2051,1565,1793,2044,NA,NA
2052,1565,1793,2044,NA,NA
2053,1565,1793,2044,NA,NA
2054,1565,1793,2044,NA,NA
2055,1565,1793,2044,NA,NA
2056,1565,1793,2044,NA,NA
2057,2057,NA,NA,NA,NA
2058,1842,2044,2338,NA,NA
2059,1842,2033,2036,2294,NA
2060,1587,1842,2036,2044,NA
2061,1587,1842,2036,2044,NA
2062,1356,1587,2044,NA,NA
2063,2063,NA,NA,NA,NA
2064,1356,1565,2044,NA,NA
2065,1356,1565,2044,NA,NA
2066,1356,1565,2044,NA,NA
2067,1356,1565,2044,NA,NA
2068,1356,1565,2044,NA,NA
2069,1356,1565,2044,NA,NA
2070,1356,1565,2044,NA,NA
2071,1356,1565,2044,NA,NA
2072,1153,1356,1565,NA,NA
2073,635,1153,1565,NA,NA
2074,2074,NA,NA,NA,NA
2075,1842,2044,2338,NA,NA
2076,1842,2044,2338,NA,NA
2077,2077,NA,NA,NA,NA
2078,2078,NA,NA,NA,NA
2079,2079,NA,NA,NA,NA
2080,2080,NA,NA,NA,NA
2081,1356,1587,2044,NA,NA
2082,1356,1587,2044,NA,NA
2083,1356,1587,2044,NA,NA
2084,1356,1587,2044,NA,NA
2085,1356,1587,2044,NA,NA
2086,1356,1565,2044,NA,NA
2087,1356,1565,2044,NA,NA
2088,1356,1565,2044,NA,NA
2089,1356,1565,2044,NA,NA
2090,1356,1565,2044,NA,NA
2091,1153,1356,1565,NA,NA
2092,1153,1356,1565,NA,NA
2093,1153,1356,1565,NA,NA
2094,635,1153,1565,NA,NA
2095,2095,NA,NA,NA,NA
2096,1842,2095,2338,NA,NA
2097,1842,2044,2338,NA,NA
2098,1842,2044,2338,NA,NA
2099,2099,NA,NA,NA,NA
2100,2100,NA,NA,NA,NA
2101,2101,NA,NA,NA,NA
2102,2102,NA,NA,NA,NA
2103,2103,NA,NA,NA,NA
2104,1356,1587,2044,NA,NA
2105,1356,1587,2044,NA,NA
2106,1356,1587,2044,NA,NA
2107,1356,1587,2044,NA,NA
2108,1356,1587,2044,NA,NA
2109,1356,1587,2044,NA,NA
2110,1356,1587,2044,NA,NA
2111,1356,1565,2044,NA,NA
2112,1356,1565,2044,NA,NA
2113,1153,1356,1565,NA,NA
2114,1153,1356,1565,NA,NA
2115,1153,1356,1565,NA,NA
2116,1153,1356,1565,NA,NA
2117,635,1153,1565,NA,NA
2118,635,1153,1565,NA,NA
2119,769,2095,2143,2361,2663
2120,1207,1842,2095,NA,NA
2121,1587,1604,1842,NA,NA
2122,1587,1604,1842,NA,NA
2123,1587,1604,1842,NA,NA
2124,1587,1604,1842,NA,NA
2125,1587,1604,1842,NA,NA
2126,1398,1587,NA,NA,NA
2127,1171,1398,1587,NA,NA
2128,1171,1356,1587,NA,NA
2129,1171,1356,1587,NA,NA
2130,1171,1356,1587,NA,NA
2131,1171,1356,1587,NA,NA
2132,1171,1356,1587,NA,NA
2133,1171,1356,1587,NA,NA
2134,1171,1356,1587,NA,NA
2135,800,1171,1356,NA,NA
2136,800,1153,1356,NA,NA
2137,800,1153,1356,NA,NA
2138,800,1153,1356,NA,NA
2139,1153,1356,1565,NA,NA
2140,1153,1356,1565,NA,NA
2141,635,1153,1565,NA,NA
2142,635,1153,1565,NA,NA
2143,2143,NA,NA,NA,NA
2144,1207,1398,1842,NA,NA
2145,1398,1604,1842,NA,NA
2146,1398,1604,1842,NA,NA
2147,1398,1587,1604,NA,NA
2148,1398,1587,NA,NA,NA
2149,1171,1398,1587,NA,NA
2150,1171,1398,1587,NA,NA
2151,1171,1398,1587,NA,NA
2152,1171,1356,1587,NA,NA
2153,1171,1356,1587,NA,NA
2154,1171,1356,1587,NA,NA
2155,1171,1356,1587,NA,NA
2156,1171,1356,1587,NA,NA
2157,800,1171,1356,NA,NA
2158,800,1171,1356,NA,NA
2159,800,1171,1356,NA,NA
2160,800,1153,1356,NA,NA
2161,800,1153,1356,NA,NA
2162,800,1153,1356,NA,NA
2163,800,1153,1356,NA,NA
2164,635,800,1153,NA,NA
2165,635,800,1153,NA,NA
2166,635,1153,1565,NA,NA
2167,2167,NA,NA,NA,NA
2168,1207,1398,1842,NA,NA
2169,1398,1604,1842,NA,NA
2170,1398,1587,NA,NA,NA
2171,1171,1398,1587,NA,NA
2172,1171,1398,1587,NA,NA
2173,1171,1398,1587,NA,NA
2174,1171,1398,1587,NA,NA
2175,1171,1398,1587,NA,NA
2176,1171,1398,1587,NA,NA
2177,1171,1356,1587,NA,NA
2178,1171,1356,1587,NA,NA
2179,800,1171,1356,NA,NA
2180,800,1171,1356,NA,NA
2181,800,1171,1356,NA,NA
2182,800,1171,1356,NA,NA
2183,800,1171,1356,NA,NA
2184,800,1171,1356,NA,NA
2185,800,1153,1356,NA,NA
2186,800,1153,1356,NA,NA
2187,800,1153,1356,NA,NA
2188,635,800,1153,NA,NA
2189,635,800,1153,NA,NA
2190,635,800,1153,NA,NA
2191,2191,NA,NA,NA,NA
2192,1207,1398,1842,NA,NA
2193,845,1171,1398,NA,NA
2194,845,1171,1398,NA,NA
2195,845,1171,1398,NA,NA
2196,845,1171,1398,NA,NA
2197,845,1171,1398,NA,NA
2198,845,1171,1398,NA,NA
2199,845,1171,1398,NA,NA
2200,845,1171,1398,NA,NA
2201,800,991,1171,NA,NA
2202,800,1171,1356,NA,NA
2203,800,1171,1356,NA,NA
2204,800,1171,1356,NA,NA
2205,800,1171,1356,NA,NA
2206,800,1171,1356,NA,NA
2207,800,1171,1356,NA,NA
2208,800,1171,1356,NA,NA
2209,800,1153,1356,NA,NA
2210,800,1153,1356,NA,NA
2211,635,800,1153,NA,NA
2212,635,800,1153,NA,NA
2213,635,800,1153,NA,NA
2214,635,800,1153,NA,NA
2215,2009,2191,2481,2783,NA
2216,845,1207,1398,NA,NA
2217,845,1171,1398,NA,NA
2218,845,1171,1398,NA,NA
2219,845,1171,1398,NA,NA
2220,845,1171,1398,NA,NA
2221,845,1171,1398,NA,NA
2222,845,1171,1398,NA,NA
2223,845,1171,1398,NA,NA
2224,845,991,1171,NA,NA
2225,800,991,1171,NA,NA
2226,800,991,1171,NA,NA
2227,800,991,1171,NA,NA
2228,800,991,1171,NA,NA
2229,800,1171,1356,NA,NA
2230,800,1171,1356,NA,NA
2231,800,1171,1356,NA,NA
2232,800,1171,1356,NA,NA
2233,800,1153,1356,NA,NA
2234,800,1153,NA,NA,NA
2235,635,800,1153,NA,NA
2236,635,800,1153,NA,NA
2237,635,800,1153,NA,NA
2238,635,800,1153,NA,NA
2239,1985,2009,2191,2783,NA
2240,845,1207,1398,NA,NA
2241,845,1171,1398,NA,NA
2242,845,1171,1398,NA,NA
2243,845,1171,1398,NA,NA
2244,845,1171,1398,NA,NA
2245,845,1171,1398,NA,NA
2246,845,991,1171,NA,NA
2247,845,991,1171,NA,NA
2248,800,991,1171,NA,NA
2249,800,991,1171,NA,NA
2250,800,991,1171,NA,NA
2251,800,991,1171,NA,NA
2252,800,991,1171,NA,NA
2253,800,991,1171,NA,NA
2254,800,991,1171,NA,NA
2255,800,991,1171,NA,NA
2256,800,991,1171,NA,NA
2257,800,1171,1356,NA,NA
2258,635,800,1153,NA,NA
2259,635,800,1153,NA,NA
2260,635,800,1153,NA,NA
2261,635,800,1153,NA,NA
2262,635,800,1153,NA,NA
2263,2263,NA,NA,NA,NA
2264,845,1171,1398,NA,NA
2265,845,1171,1398,NA,NA
2266,845,1171,1398,NA,NA
2267,845,1171,1398,NA,NA
2268,845,1171,1398,NA,NA
2269,845,991,1171,NA,NA
2270,800,845,991,NA,NA
2271,800,845,991,NA,NA
2272,800,845,991,NA,NA
2273,800,845,991,NA,NA
2274,800,845,991,NA,NA
2275,800,845,991,NA,NA
2276,800,845,991,NA,NA
2277,800,845,991,NA,NA
2278,800,845,991,NA,NA
2279,659,800,845,NA,NA
2280,659,800,845,NA,NA
2281,635,659,800,NA,NA
2282,635,659,800,NA,NA
2283,635,659,800,NA,NA
2284,635,659,800,NA,NA
2285,635,659,800,NA,NA
2286,635,659,800,NA,NA
2287,1793,2287,2288,NA,NA
2288,1,635,2044,2288,NA
2289,1793,2033,2287,2288,NA
2290,2033,2287,2288,2557,NA
2291,1793,2287,2288,NA,NA
2292,2033,2287,2554,NA,NA
2293,1793,2287,2288,NA,NA
2294,73,2294,2557,NA,NA
2295,2295,NA,NA,NA,NA
2296,2033,2036,2044,2564,NA
2297,1793,2033,2044,2288,NA
2298,1793,2044,2288,NA,NA
2299,1793,2033,2044,2288,NA
2300,1793,2044,2288,NA,NA
2301,1793,2044,2288,NA,NA
2302,1793,2044,2288,NA,NA
2303,1793,2044,2288,NA,NA
2304,1842,2044,2294,2564,NA
2305,1842,2044,2294,2564,NA
2306,1842,2044,2294,2564,NA
2307,2307,NA,NA,NA,NA
2308,1842,2036,2044,2294,NA
2309,1842,2033,2294,2557,NA
2310,1793,2044,2288,NA,NA
2311,1793,2044,2288,NA,NA
2312,1793,2044,2288,NA,NA
2313,1565,1793,2044,NA,NA
2314,1565,1793,2044,NA,NA
2315,1565,1793,2044,NA,NA
2316,1565,1793,2044,NA,NA
2317,1565,1793,2044,NA,NA
2318,1565,1793,2044,NA,NA
2319,1842,2338,2564,2594,NA
2320,2044,2338,2564,NA,NA
2321,2044,2338,2564,NA,NA
2322,2044,2338,2564,NA,NA
2323,1842,2044,2338,NA,NA
2324,1842,2044,2294,2564,NA
2325,1587,1842,2036,2044,NA
2326,1587,1842,2036,2044,NA
2327,1356,1565,2033,2044,NA
2328,1356,1565,2033,2044,NA
2329,1356,1565,2044,NA,NA
2330,1356,1565,2044,NA,NA
2331,1356,1565,2044,NA,NA
2332,1356,1565,2044,NA,NA
2333,1356,1565,2044,NA,NA
2334,1356,1565,2044,NA,NA
2335,1356,1565,2044,NA,NA
2336,1356,1565,2044,NA,NA
2337,1356,1565,2044,NA,NA
2338,1842,2338,2594,NA,NA
2339,2339,NA,NA,NA,NA
2340,1842,2044,2338,NA,NA
2341,2341,NA,NA,NA,NA
2342,1842,2044,2338,NA,NA
2343,1842,2044,2338,NA,NA
2344,1842,2044,2338,NA,NA
2345,1587,1842,2044,NA,NA
2346,2346,NA,NA,NA,NA
2347,2347,NA,NA,NA,NA
2348,1356,1587,2044,NA,NA
2349,1356,1587,2044,NA,NA
2350,1356,1587,2044,NA,NA
2351,1356,1565,2044,NA,NA
2352,1356,1565,2044,NA,NA
2353,1356,1565,2044,NA,NA
2354,1356,1565,2044,NA,NA
2355,1356,1565,2044,NA,NA
2356,1356,1565,2044,NA,NA
2357,1356,1565,2044,NA,NA
2358,1356,1565,2044,NA,NA
2359,1153,1356,1565,NA,NA
2360,1153,1356,1565,NA,NA
2361,2095,2361,2615,2639,NA
2362,1842,2095,2338,NA,NA
2363,1842,2044,2338,NA,NA
2364,1842,2044,2338,NA,NA
2365,1842,2044,2338,NA,NA
2366,1842,2044,2338,NA,NA
2367,2367,NA,NA,NA,NA
2368,2368,NA,NA,NA,NA
2369,2369,NA,NA,NA,NA
2370,2370,NA,NA,NA,NA
2371,1356,1587,2044,NA,NA
2372,1356,1587,2044,NA,NA
2373,1356,1587,2044,NA,NA
2374,1356,1587,2044,NA,NA
2375,1356,1587,2044,NA,NA
2376,1356,1587,2044,NA,NA
2377,1356,1565,2044,NA,NA
2378,1356,1565,2044,NA,NA
2379,1356,1565,2044,NA,NA
2380,1356,1565,2044,NA,NA
2381,1153,1356,1565,NA,NA
2382,1153,1356,1565,NA,NA
2383,1153,1356,1565,NA,NA
2384,1153,1356,1565,NA,NA
2385,769,2095,2143,2361,2663
2386,1842,2095,2338,NA,NA
2387,1842,2044,2338,NA,NA
2388,2388,NA,NA,NA,NA
2389,2389,NA,NA,NA,NA
2390,2390,NA,NA,NA,NA
2391,2391,NA,NA,NA,NA
2392,2392,NA,NA,NA,NA
2393,2393,NA,NA,NA,NA
2394,1356,1587,2044,NA,NA
2395,1356,1587,2044,NA,NA
2396,1356,1587,2044,NA,NA
2397,1356,1587,2044,NA,NA
2398,1356,1587,2044,NA,NA
2399,1356,1587,2044,NA,NA
2400,1356,1587,2044,NA,NA
2401,1356,1587,2044,NA,NA
2402,1356,1565,2044,NA,NA
2403,1153,1356,1565,NA,NA
2404,1153,1356,1565,NA,NA
2405,1153,1356,1565,NA,NA
2406,1153,1356,1565,NA,NA
2407,1153,1356,1565,NA,NA
2408,635,1153,1565,NA,NA
2409,2409,NA,NA,NA,NA
2410,1207,1842,2095,NA,NA
2411,1398,1604,1842,NA,NA
2412,1587,1604,1842,NA,NA
2413,1587,1604,1842,NA,NA
2414,1587,1604,1842,NA,NA
2415,1398,1587,1604,NA,NA
2416,1398,1587,NA,NA,NA
2417,1171,1398,1587,NA,NA
2418,1171,1356,1587,NA,NA
2419,1171,1356,1587,NA,NA
2420,1171,1356,1587,NA,NA
2421,1171,1356,1587,NA,NA
2422,1171,1356,1587,NA,NA
2423,1171,1356,1587,NA,NA
2424,1171,1356,1587,NA,NA
2425,800,1171,1356,NA,NA
2426,800,1171,1356,NA,NA
2427,800,1153,1356,NA,NA
2428,800,1153,1356,NA,NA
2429,800,1153,1356,NA,NA
2430,800,1153,1356,NA,NA
2431,1153,1356,1565,NA,NA
2432,635,1153,1565,NA,NA
2433,2191,2663,2711,NA,NA
2434,1207,1398,1842,NA,NA
2435,1398,1604,1842,NA,NA
2436,1398,1604,1842,NA,NA
2437,1398,1587,1604,NA,NA
2438,1398,1587,NA,NA,NA
2439,1171,1398,1587,NA,NA
2440,1171,1398,1587,NA,NA
2441,1171,1398,1587,NA,NA
2442,1171,1398,1587,NA,NA
2443,1171,1356,1587,NA,NA
2444,1171,1356,1587,NA,NA
2445,1171,1356,1587,NA,NA
2446,1171,1356,1587,NA,NA
2447,800,1171,1356,NA,NA
2448,800,1171,1356,NA,NA
2449,800,1171,1356,NA,NA
2450,800,1171,1356,NA,NA
2451,800,1153,1356,NA,NA
2452,800,1153,1356,NA,NA
2453,800,1153,1356,NA,NA
2454,800,1153,1356,NA,NA
2455,635,800,1153,NA,NA
2456,635,800,1153,NA,NA
2457,2457,NA,NA,NA,NA
2458,1207,1398,1842,NA,NA
2459,1398,1604,1842,NA,NA
2460,1398,1587,NA,NA,NA
2461,1171,1398,1587,NA,NA
2462,1171,1398,1587,NA,NA
2463,1171,1398,1587,NA,NA
2464,1171,1398,1587,NA,NA
2465,1171,1398,1587,NA,NA
2466,1171,1398,1587,NA,NA
2467,1171,1587,NA,NA,NA
2468,1171,1356,1587,NA,NA
2469,800,1171,1356,NA,NA
2470,800,1171,1356,NA,NA
2471,800,1171,1356,NA,NA
2472,800,1171,1356,NA,NA
2473,800,1171,1356,NA,NA
2474,800,1171,1356,NA,NA
2475,800,1171,1356,NA,NA
2476,800,1153,1356,NA,NA
2477,800,1153,1356,NA,NA
2478,800,1153,NA,NA,NA
2479,635,800,1153,NA,NA
2480,635,800,1153,NA,NA
2481,2481,NA,NA,NA,NA
2482,1207,1398,1842,NA,NA
2483,845,1171,1398,NA,NA
2484,845,1171,1398,NA,NA
2485,845,1171,1398,NA,NA
2486,845,1171,1398,NA,NA
2487,845,1171,1398,NA,NA
2488,845,1171,1398,NA,NA
2489,845,1171,1398,NA,NA
2490,845,1171,1398,NA,NA
2491,845,1171,1398,NA,NA
2492,800,991,1171,NA,NA
2493,800,1171,1356,NA,NA
2494,800,1171,1356,NA,NA
2495,800,1171,1356,NA,NA
2496,800,1171,1356,NA,NA
2497,800,1171,1356,NA,NA
2498,800,1171,1356,NA,NA
2499,800,1171,1356,NA,NA
2500,800,1153,1356,NA,NA
2501,800,1153,1356,NA,NA
2502,635,800,1153,NA,NA
2503,635,800,1153,NA,NA
2504,635,800,1153,NA,NA
2505,2505,NA,NA,NA,NA
2506,845,1207,1398,NA,NA
2507,845,1171,1398,NA,NA
2508,845,1171,1398,NA,NA
2509,845,1171,1398,NA,NA
2510,845,1171,1398,NA,NA
2511,845,1171,1398,NA,NA
2512,845,1171,1398,NA,NA
2513,845,1171,1398,NA,NA
2514,845,991,1171,NA,NA
2515,800,991,1171,NA,NA
2516,800,991,1171,NA,NA
2517,800,991,1171,NA,NA
2518,800,991,1171,NA,NA
2519,800,991,1171,NA,NA
2520,800,1171,1356,NA,NA
2521,800,1171,1356,NA,NA
2522,800,1171,1356,NA,NA
2523,800,1171,1356,NA,NA
2524,800,1153,1356,NA,NA
2525,635,800,1153,NA,NA
2526,635,800,1153,NA,NA
2527,635,800,1153,NA,NA
2528,635,800,1153,NA,NA
2529,2009,2807,NA,NA,NA
2530,845,1207,1398,NA,NA
2531,845,1171,1398,NA,NA
2532,845,1171,1398,NA,NA
2533,845,1171,1398,NA,NA
2534,845,1171,1398,NA,NA
2535,845,1171,1398,NA,NA
2536,845,1171,1398,NA,NA
2537,845,991,1171,NA,NA
2538,800,991,1171,NA,NA
2539,800,991,1171,NA,NA
2540,800,991,1171,NA,NA
2541,800,991,1171,NA,NA
2542,800,991,1171,NA,NA
2543,800,991,1171,NA,NA
2544,800,991,1171,NA,NA
2545,800,991,1171,NA,NA
2546,800,991,1171,NA,NA
2547,800,1171,1356,NA,NA
2548,800,1153,1356,NA,NA
2549,635,800,1153,NA,NA
2550,635,800,1153,NA,NA
2551,635,800,1153,NA,NA
2552,635,800,1153,NA,NA
2553,2553,NA,NA,NA,NA
2554,2554,NA,NA,NA,NA
2555,2555,NA,NA,NA,NA
2556,2287,2288,2556,2564,NA
2557,201,800,2557,NA,NA
2558,2287,2553,2556,2564,NA
2559,2033,2554,2557,NA,NA
2560,2287,2288,2553,2564,NA
2561,2287,2288,2564,NA,NA
2562,1793,2287,2288,NA,NA
2563,1793,2287,2288,NA,NA
2564,2564,NA,NA,NA,NA
2565,2294,2557,2564,2577,NA
2566,2294,2557,2564,2577,NA
2567,2033,2294,2557,2564,NA
2568,2044,2288,2564,NA,NA
2569,2044,2288,2564,NA,NA
2570,2044,2288,2564,NA,NA
2571,1793,2044,2288,NA,NA
2572,1793,2044,2288,NA,NA
2573,1793,2044,2288,NA,NA
2574,1793,2044,2288,NA,NA
2575,1793,2287,2288,NA,NA
2576,1793,2033,2287,2288,NA
2577,2577,2594,NA,NA,NA
2578,2578,2594,NA,NA,NA
2579,2579,NA,NA,NA,NA
2580,2044,2338,2564,NA,NA
2581,2044,2338,2564,NA,NA
2582,2044,2288,2564,NA,NA
2583,2583,NA,NA,NA,NA
2584,2044,2288,2564,NA,NA
2585,2044,2288,2564,NA,NA
2586,1793,2044,2288,NA,NA
2587,1793,2044,2288,NA,NA
2588,1793,2044,2288,NA,NA
2589,1793,2044,2288,NA,NA
2590,1793,2044,2288,NA,NA
2591,1793,2044,2288,NA,NA
2592,1793,2044,2288,NA,NA
2593,1793,2044,2288,NA,NA
2594,1842,2338,2564,2594,NA
2595,2338,2564,2594,NA,NA
2596,1842,2577,2578,2594,NA
2597,2597,NA,NA,NA,NA
2598,2598,NA,NA,NA,NA
2599,2044,2338,2564,NA,NA
2600,2044,2338,2564,NA,NA
2601,1842,2044,2294,2564,NA
2602,2044,2338,2564,NA,NA
2603,2044,2288,2564,NA,NA
2604,1793,2044,2288,NA,NA
2605,1793,2044,2288,NA,NA
2606,1565,1793,2044,NA,NA
2607,1565,1793,2044,NA,NA
2608,1565,1793,2044,NA,NA
2609,1565,1793,2044,NA,NA
2610,1565,1793,2044,NA,NA
2611,1565,1793,2044,NA,NA
2612,1565,1793,2044,NA,NA
2613,1565,1793,2044,NA,NA
2614,1565,1793,2044,NA,NA
2615,2615,NA,NA,NA,NA
2616,2338,2594,2615,NA,NA
2617,2338,2564,2594,NA,NA
2618,2618,NA,NA,NA,NA
2619,2044,2338,2564,NA,NA
2620,2044,2338,2564,NA,NA
2621,2044,2338,2564,NA,NA
2622,1842,2044,2338,NA,NA
2623,1842,2044,2338,NA,NA
2624,1842,2044,2338,NA,NA
2625,1842,2044,2338,NA,NA
2626,2626,NA,NA,NA,NA
2627,1356,1587,2044,NA,NA
2628,1356,1587,2044,NA,NA
2629,1356,1565,2044,NA,NA
2630,1356,1565,2044,NA,NA
2631,1356,1565,2044,NA,NA
2632,1356,1565,2044,NA,NA
2633,1356,1565,2044,NA,NA
2634,1356,1565,2044,NA,NA
2635,1356,1565,2044,NA,NA
2636,1356,1565,2044,NA,NA
2637,1356,1565,2044,NA,NA
2638,1356,1565,2044,NA,NA
2639,2639,NA,NA,NA,NA
2640,1842,2095,2338,NA,NA
2641,1842,2044,2338,NA,NA
2642,1842,2044,2338,NA,NA
2643,1842,2044,2338,NA,NA
2644,1842,2044,2338,NA,NA
2645,1842,2044,2338,NA,NA
2646,1842,2044,2338,NA,NA
2647,2647,NA,NA,NA,NA
2648,2648,NA,NA,NA,NA
2649,2649,NA,NA,NA,NA
2650,1356,1587,2044,NA,NA
2651,1356,1587,2044,NA,NA
2652,1356,1587,2044,NA,NA
2653,1356,1587,2044,NA,NA
2654,1356,1565,2044,NA,NA
2655,1356,1565,2044,NA,NA
2656,1356,1565,2044,NA,NA
2657,1356,1565,2044,NA,NA
2658,1356,1565,2044,NA,NA
2659,1356,1565,2044,NA,NA
